ride_id,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
10078,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3034,3,1983,Male,29,4/11/1981
10079,8 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,2338,2,1983,Male,27,4/12/1981
10080,12 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5570,3,1990,Male,29,4/13/1981
10081,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5533,3,1988,Female,29,4/14/1981
10082,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4659,3,1985,Male,29,4/15/1981
10083,39 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,2187,2,1957,Male,27,4/16/1981
10084,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4850,3,1987,Male,29,4/17/1981
10085,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4344,2,1988,Male,27,4/18/1981
10086,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1090,2,1990,Male,27,4/19/1981
10087,16 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,3402,2,1996,Female,27,4/20/1981
10088,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5219,1,1965,Male,26,4/21/1981
10089,11 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5105,2,1995,Female,27,4/22/1981
10090,18 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,5382,2,1988,Male,27,4/23/1981
10091,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,2795,3,1969,Female,29,4/24/1981
10092,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5137,3,1983,Male,29,4/25/1981
10093,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5054,3,1982,Male,29,4/26/1981
10094,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,663,2,1993,Female,27,4/27/1981
10095,19 minutes,22,Howard St at Beale St,120,Mission Dolores Park,5539,2,1987,Female,27,4/28/1981
10096,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4975,2,1994,Male,27,4/29/1981
10097,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5062,1,1986,Female,26,4/30/1981
10098,12 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4943,2,1996,Male,27,5/1/1981
10099,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2280,2,1993,Female,27,5/2/1981
10100,7 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5038,2,1972,Male,27,5/3/1981
10101,11 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4749,3,1970,Other,29,5/4/1981
10102,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),87,Folsom St at 13th St,5218,2,1996,Female,27,5/5/1981
10103,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5255,3,1967,Male,29,5/6/1981
10104,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4908,3,1984,Male,29,5/7/1981
10105,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),324,Union Square (Powell St at Post St),5520,1,1992,Male,26,5/8/1981
10106,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),365,Turk St at Fillmore St,4750,1,1987,Male,26,5/9/1981
10107,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),122,19th St at Mission St,4654,1,1961,Male,26,5/10/1981
10108,16 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,2799,2,1985,Male,27,5/11/1981
10109,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4657,2,1984,Female,27,5/12/1981
10110,7 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4848,2,1980,Male,27,5/13/1981
10111,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4397,2,1986,Male,27,5/14/1981
10112,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),361,Mendell St at Fairfax Ave,5157,2,1989,Male,27,5/15/1981
10113,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1841,3,1990,Female,29,5/16/1981
10114,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2072,1,1969,Female,26,5/17/1981
10115,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5238,3,1994,Male,29,5/18/1981
10116,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),116,Mississippi St at 17th St,5017,3,1987,Female,29,5/19/1981
10117,9 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5575,2,1985,Male,27,5/20/1981
10118,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,5329,2,1986,Male,27,5/21/1981
10119,17 minutes,81,Berry St at 4th St,96,Dolores St at 15th St,4635,2,1986,Male,27,5/22/1981
10120,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,5318,2,1983,Male,27,5/23/1981
10121,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5120,2,1990,Male,27,5/24/1981
10122,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5462,2,1977,Male,27,5/25/1981
10123,14 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,4619,1,1992,Male,26,5/26/1981
10124,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,577,1,1989,Female,26,5/27/1981
10125,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,2657,1,1994,Male,26,5/28/1981
10126,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5044,1,1987,Female,26,5/29/1981
10127,9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,1700,1,1985,Male,26,5/30/1981
10128,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,5016,3,1990,Male,29,5/31/1981
10129,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4850,2,1983,Male,27,6/1/1981
10130,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,3208,2,1989,Female,27,6/2/1981
10131,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4921,1,1990,Female,26,6/3/1981
10132,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,2535,2,1972,Female,27,6/4/1981
10133,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5533,1,1973,Female,26,6/5/1981
10134,15 minutes,81,Berry St at 4th St,109,17th St at Valencia St,4742,3,1991,Male,29,6/6/1981
10135,9 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),3397,2,1986,Female,27,6/7/1981
10136,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5125,3,1973,Female,29,6/8/1981
10137,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4351,1,1992,Female,26,6/9/1981
10138,18 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,5399,1,1994,Male,26,6/10/1981
10139,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,457,2,1988,Male,27,6/11/1981
10140,18 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,521,2,1994,Male,27,6/12/1981
10141,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5404,2,1989,Female,27,6/13/1981
10142,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5247,2,1987,Male,27,6/14/1981
10143,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5120,2,1988,Male,27,6/15/1981
10144,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4397,3,1984,Male,29,6/16/1981
10145,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4390,2,1990,Male,27,6/17/1981
10146,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1922,1,1972,Male,26,6/18/1981
10147,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4943,1,1987,Male,26,6/19/1981
10148,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4452,1,1987,Male,26,6/20/1981
10149,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,2535,3,1970,Male,29,6/21/1981
10150,20 minutes,22,Howard St at Beale St,126,Esprit Park,1105,2,1959,Male,27,6/22/1981
10151,12 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5300,2,1965,Male,27,6/23/1981
10152,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2868,1,1996,Male,26,6/24/1981
10153,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5531,3,1986,Female,29,6/25/1981
10154,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4941,1,1993,Female,26,6/26/1981
10155,2 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,5213,2,1978,Male,27,6/27/1981
10156,14 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,5341,3,1988,Male,29,6/28/1981
10157,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),3069,2,1967,Male,27,6/29/1981
10158,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5141,3,1979,Male,29,6/30/1981
10159,7 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,4846,3,1983,Female,29,7/1/1981
10160,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),100,Bryant St at 15th St,5218,1,1989,Male,26,7/2/1981
10161,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4409,2,1972,Male,27,7/3/1981
10162,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4373,2,1984,Male,27,7/4/1981
10163,15 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,4737,2,1982,Male,27,7/5/1981
10164,15 minutes,81,Berry St at 4th St,9,Broadway at Battery St,1772,2,1981,Female,27,7/6/1981
10165,21 minutes,22,Howard St at Beale St,141,Valencia St at Cesar Chavez St,5006,3,1974,Male,29,7/7/1981
10166,6 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,2564,1,1974,Male,26,7/8/1981
10167,8 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,4977,2,1991,Male,27,7/9/1981
10168,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),80,Townsend St at 5th St,3279,2,1994,Male,27,7/10/1981
10169,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,2246,2,1984,Male,27,7/11/1981
10170,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5016,1,1982,Male,26,7/12/1981
10171,41 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4626,2,1997,Male,27,7/13/1981
10172,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4850,3,1987,Male,29,7/14/1981
10173,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5060,2,1976,Other,27,7/15/1981
10174,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5255,1,1992,Male,26,7/16/1981
10175,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5468,1,1988,Male,26,7/17/1981
10176,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5329,1,1988,Female,26,7/18/1981
10177,22 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,5242,1,1986,Male,26,7/19/1981
10178,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),109,2,1987,Male,27,7/20/1981
10179,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5408,1,1982,Other,26,7/21/1981
10180,14 minutes,16,Steuart St at Market St,126,Esprit Park,5063,2,1980,Other,27,7/22/1981
10181,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5204,1,1976,Male,26,7/23/1981
10182,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2134,1,1957,Male,26,7/24/1981
10183,16 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4575,2,1976,Male,27,7/25/1981
10184,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,263,3,1965,Male,29,7/26/1981
10185,8 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,5520,2,1965,Male,27,7/27/1981
10186,25 minutes,81,Berry St at 4th St,141,Valencia St at Cesar Chavez St,5380,3,1980,Female,29,7/28/1981
10187,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),144,Precita Park,5246,3,1983,Female,29,7/29/1981
10188,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,1999,2,1987,Male,27,7/30/1981
10189,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5218,3,1975,Male,29,7/31/1981
10190,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5017,2,1985,Male,27,8/1/1981
10191,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4846,3,1994,Female,29,8/2/1981
10192,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5408,2,1990,Male,27,8/3/1981
10193,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),377,Fell St at Stanyan St,5472,2,1990,Female,27,8/4/1981
10194,11 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5016,2,1987,Female,27,8/5/1981
10195,23 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1836,1,1986,Male,26,8/6/1981
10196,11 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,2549,2,1978,Female,27,8/7/1981
10197,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,851,3,1973,Male,29,8/8/1981
10198,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5039,1,1994,Male,26,8/9/1981
10199,9 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5556,2,1993,Male,27,8/10/1981
10200,6 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4742,3,1994,Male,29,8/11/1981
10201,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4390,2,1979,Female,27,8/12/1981
10202,1 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5009,2,1988,Male,27,8/13/1981
10203,13 minutes,81,Berry St at 4th St,58,Market St at 10th St,5445,1,1983,Male,26,8/14/1981
10204,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5025,2,1987,Female,27,8/15/1981
10205,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5539,1,1961,Female,26,8/16/1981
10206,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5011,3,1986,Male,29,8/17/1981
10207,10 minutes,5,Powell St BART Station (Market St at 5th St),91,Berry St at King St,4320,2,1991,Female,27,8/18/1981
10208,10 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,5062,2,1971,Male,27,8/19/1981
10209,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4351,1,1994,Male,26,8/20/1981
10210,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5404,1,1982,Male,26,8/21/1981
10211,6 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5276,2,1989,Male,27,8/22/1981
10212,8 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,5105,2,1973,Male,27,8/23/1981
10213,8 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,5204,3,2000,Female,29,8/24/1981
10214,12 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,507,2,1985,Male,27,8/25/1981
10215,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4773,3,1988,Male,29,8/26/1981
10216,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,3611,2,1994,Male,27,8/27/1981
10217,10 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4810,1,1988,Male,26,8/28/1981
10218,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5150,1,1989,Male,26,8/29/1981
10219,9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5110,2,1978,Female,27,8/30/1981
10220,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5017,2,1982,Male,27,8/31/1981
10221,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,179,1,1985,Male,26,9/1/1981
10222,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5253,2,1989,Male,27,9/2/1981
10223,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),369,Hyde St at Post St,4317,2,1993,Male,27,9/3/1981
10224,17 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2072,3,1985,Female,29,9/4/1981
10225,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2672,2,1988,Male,27,9/5/1981
10226,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5221,1,1993,Male,26,9/6/1981
10227,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5331,2,1990,Male,27,9/7/1981
10228,8 minutes,81,Berry St at 4th St,126,Esprit Park,5051,2,1994,Female,27,9/8/1981
10229,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5120,2,1968,Other,27,9/9/1981
10230,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4875,1,1985,Female,26,9/10/1981
10231,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5463,3,1975,Male,29,9/11/1981
10232,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,1975,2,1958,Male,27,9/12/1981
10233,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2689,2,1983,Female,27,9/13/1981
10234,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4970,3,1987,Male,29,9/14/1981
10235,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4373,3,1989,Female,29,9/15/1981
10236,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5240,2,1990,Female,27,9/16/1981
10237,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5426,2,1992,Female,27,9/17/1981
10238,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3129,1,1969,Male,26,9/18/1981
10239,9 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4326,3,1993,Male,29,9/19/1981
10240,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5220,2,1996,Male,27,9/20/1981
10241,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5027,2,1979,Male,27,9/21/1981
10242,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,4959,3,1996,Male,29,9/22/1981
10243,15 minutes,22,Howard St at Beale St,55,Webster St at Grove St,5149,1,1981,Male,26,9/23/1981
10244,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5022,3,1992,Male,29,9/24/1981
10245,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1553,2,1988,Male,27,9/25/1981
10246,3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,3646,2,1981,Male,27,9/26/1981
10247,17 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5422,3,1994,Female,29,9/27/1981
10248,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5537,2,1985,Male,27,9/28/1981
10249,23 minutes,16,Steuart St at Market St,126,Esprit Park,5005,2,1994,Male,27,9/29/1981
10250,2 minutes,81,Berry St at 4th St,91,Berry St at King St,5465,2,1990,Female,27,9/30/1981
10251,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2119,2,1973,Male,27,10/1/1981
10252,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5140,1,1963,Male,26,10/2/1981
10253,10 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2941,1,1982,Female,26,10/3/1981
10254,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),71,Broderick St at Oak St,5265,2,1995,Male,27,10/4/1981
10255,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4972,2,1993,Female,27,10/5/1981
10256,11 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4644,2,1986,Female,27,10/6/1981
10257,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5298,2,1978,Male,27,10/7/1981
10258,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5276,2,1989,Male,27,10/8/1981
10259,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5274,2,1980,Male,27,10/9/1981
10260,5 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4752,2,1988,Female,27,10/10/1981
10261,9 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4639,2,1992,Male,27,10/11/1981
10262,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4979,2,1987,Male,27,10/12/1981
10263,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5025,2,1978,Male,27,10/13/1981
10264,9 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,4742,3,1981,Male,29,10/14/1981
10265,16 minutes,81,Berry St at 4th St,109,17th St at Valencia St,2857,3,1996,Female,29,10/15/1981
10266,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5331,1,1991,Male,26,10/16/1981
10267,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4802,1,1996,Female,26,10/17/1981
10268,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4848,2,1968,Female,27,10/18/1981
10269,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4372,3,1985,Male,29,10/19/1981
10270,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5548,1,1988,Male,26,10/20/1981
10271,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5008,1,1997,Male,26,10/21/1981
10272,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2612,2,1992,Male,27,10/22/1981
10273,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4746,2,1992,Male,27,10/23/1981
10274,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4351,2,1990,Male,27,10/24/1981
10275,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2564,2,1991,Male,27,10/25/1981
10276,12 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2630,3,1978,Male,29,10/26/1981
10277,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5020,1,1988,Male,26,10/27/1981
10278,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5202,3,1992,Male,29,10/28/1981
10279,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5576,2,1970,Male,27,10/29/1981
10280,7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5559,1,1996,Male,26,10/30/1981
10281,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5063,1,1988,Male,26,10/31/1981
10282,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1134,2,1963,Male,27,11/1/1981
10283,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5230,2,1988,Male,27,11/2/1981
10284,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),139,Garfield Square (25th St at Harrison St),4706,2,1990,Female,27,11/3/1981
10285,14 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5033,2,1986,Male,27,11/4/1981
10286,5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5469,2,1980,Male,27,11/5/1981
10287,25 minutes,81,Berry St at 4th St,134,Valencia St at 24th St,5237,2,1986,Male,27,11/6/1981
10288,10 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4810,1,1992,Male,26,11/7/1981
10289,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4639,1,1990,Male,26,11/8/1981
10290,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5312,3,1976,Male,29,11/9/1981
10291,4 minutes,16,Steuart St at Market St,13,Commercial St at Montgomery St,4970,2,1986,Male,27,11/10/1981
10292,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4370,2,2000,Male,27,11/11/1981
